t,x,y,z,speed_proxy
0.0,1.0,1.0,1.0,0.004783054463878108
0.01,1.00629244768166,1.017113978148549,0.9332873976074785,0.004376536263151467
0.02,1.0112775082167387,1.0344721392754372,0.8727575759630377,0.0036560792815909875
0.03,1.015107551167722,1.0520955307173623,0.8178625213598978,0.0030647420681802016
0.04,1.017923345909478,1.0700015388731936,0.7681035608546554,0.0025800459864264587
0.05,1.0198548020715068,1.0882046635528093,0.7230269896197615,0.002183401610167251
0.06,1.0210217065223584,1.1067171440392563,0.6822200878259559,0.0018594438545378009
0.07,1.0215344431498468,1.1255494632938707,0.6453074929905426,0.0015954797168676923
0.08,1.021494686515218,1.144710752343595,0.6119478964170237,0.0013810297764131547
0.09,1.0209960639261269,1.1642091131573058,0.5818310349458415,0.0012074476944229397
0.1,1.02012478293988,1.1840518751646771,0.554674951695606,0.0010676045636685847
0.11,1.018960223041884,1.2042457979205705,0.5302235017773655,0.0009556271470408327
0.12,1.0175754914430495,1.2247972301993433,0.508244081101501,0.0008666808795500152
0.13,1.016037943751052,1.2457122339530387,0.4885255583663091,0.0007967900414513839
0.14,1.014409670802277,1.2669966800288157,0.4708763921233767,0.0007426887896002056
0.15,1.012747953273754,1.288656321265154,0.45512291646496367,0.0007016978002605774
0.16,1.0111056858857372,1.3106968475310778,0.4411077803823529,0.0006716221641705682
0.17,1.0095317730984,1.3331239264017563,0.42868852721200074,0.0006506669131041367
0.18,1.008071498231216,1.3559432324466922,0.4177363018291727,0.000637367171231122
0.19,1.0067668679132753,1.3791604675173599,0.4081346743772377,0.0006305304350385586
0.2,1.0056569337229695,1.4027813739377706,0.39977857034517184,0.0006291889098233553
0.21,1.0047780928075545,1.4268117421056945,0.39257329773571203,0.0006325601833105178
0.22,1.0041643691950388,1.4512574136888068,0.3864336629109484,0.0006400148098890705
0.23,1.0038476774282477,1.4761242813360216,0.38128316746916135,0.0006510496223614989
0.24,1.0038580700676116,1.5014182856090494,0.3770532792038954,0.0006652657903514735
0.25,1.0042239705278069,1.5271454096638315,0.3736827708304148,0.0006823508125769904
0.26,1.0049723926355367,1.5533116720685727,0.3711171207419653,0.0007020637698655455
0.27,1.0061291482225612,1.579923118028438,0.36930797058421755,0.0007242232818802221
0.28,1.007719044000202,1.6069858091914742,0.36821263491589545,0.0007486977070448472
0.29,1.0097660688993033,1.6345058121317055,0.3677936586613931,0.0007753972054317546
0.3,1.0122935730031555,1.6624891855400972,0.36801841846120936,0.0008042673511762255
0.31,1.01532443915019,1.6909419660991913,0.368858764391917,0.0008352840366118968
0.32,1.0188812482382326,1.7198701529702745,0.3702906988624083,0.000868449456699634
0.33,1.0229864392226187,1.7492796907808015,0.37229408980027295,0.0009037890010471066
0.34,1.0276624647663508,1.7791764509627643,0.3748524155240085,0.0009413489132205808
0.35000000000000003,1.032931943471484,1.8095662112582123,0.3779525389557265,0.0009811946042478383
0.36,1.0388178095968807,1.8404546331749398,0.381584509067234,0.0010234095301323656
0.37,1.045343461148094,1.8718472371422765,0.38574138767175503,0.0010680945626248381
0.38,1.052532907210213,1.903749375082945,0.3904190998758187,0.0011153677990845524
0.39,1.060410915383717,1.936166200081129,0.39561630669249315,0.001165364771563877
