t,x,y,z,speed_proxy
0.0,0.1,0.0,0.0,4.779611991451841e-05
0.01,0.0992445649670063,0.003474978811527109,0.00592874017687416,4.804490881840606e-05
0.02,0.0983799428953986,0.006897866143782894,0.011915304986189337,4.8560034238030525e-05
0.03,0.09740870929461298,0.010265668482122382,0.01796021160392472,4.909223978791383e-05
0.04,0.09633350428629316,0.013575499863892598,0.024063978003061252,4.964163160567865e-05
0.05,0.09515702864819368,0.016824582504850166,0.030227122687474652,5.020831649909848e-05
0.06,0.09388203989373631,0.0200102472971375,0.03645016441368692,5.079240158664456e-05
0.07,0.09251134839077367,0.0231299341817858,0.042733621899973775,5.139399391966676e-05
0.08,0.09104781352297121,0.02618119239878635,0.04907801352231832,5.2013200085394906e-05
0.09,0.08949433989707423,0.02916168061783951,0.055483856996695655,5.265012578995273e-05
0.1,0.0878538735991833,0.03206916695295321,0.06195166904716937,5.3304875420588454e-05
0.11,0.08612939850301735,0.03490152886412004,0.06848196505927871,5.397755158633944e-05
0.12,0.08432393263299988,0.037656752949354014,0.07507525871819473,5.46682546363644e-05
0.13,0.08244052458486083,0.040332934630415145,0.08173206163112522,5.537708215519786e-05
0.14,0.08048225000630331,0.042928277735591755,0.08845288293345098,5.6104128434204986e-05
0.15,0.07845220814014252,0.04544109398294767,0.0952382288780811,5.684948391854243e-05
0.16,0.0763535184321825,0.04786980236747357,0.10208860240752102,5.7613234628962884e-05
0.17,0.07418931720595591,0.05021292845560935,0.10900450270815577,5.8395461557837156e-05
0.18,0.07196275440631228,0.05246910359062737,0.11598642474626059,5.919624003880698e-05
0.19,0.06967699041370176,0.0546370640123848,0.1230348587852626,6.001563908952918e-05
0.2,0.06733519293086421,0.05671564989496758,0.13015028988379138,6.085372072702085e-05
0.21,0.06494053394349732,0.05870380430575801,0.13733319737407063,6.171053925517027e-05
0.22,0.06249618675634316,0.06060057208946397,0.1445840543202209,6.258614052404463e-05
0.23,0.06000532310599914,0.06240509868064917,0.15190332695606193,6.348056116068836e-05
0.24,0.05747111035162837,0.06411662884830142,0.15929147410202374,6.439382777118278e-05
0.25,0.054896708744614144,0.06573450537597003,0.16674894656079836,6.532595611382154e-05
0.26,0.05228526877807548,0.06725816768099306,0.17427618649138868,6.627695024334245e-05
0.27,0.04963992861703422,0.06868715037632211,0.1818736267612372,6.724680162625588e-05
0.28,0.046963811609899674,0.07002108177843483,0.18954169027614637,6.82354882274121e-05
0.29,0.04426002388181442,0.07125968236480505,0.19728078928773246,6.924297356806895e-05
0.3,0.0415316520102841,0.07240276318437683,0.20509132467818844,7.026920575584063e-05
0.31,0.03878176078339546,0.0734502242244611,0.21297368522216592,7.131411648704178e-05
0.32,0.03601339104081033,0.07440205273744428,0.2209282468256243,7.237762002208905e-05
0.33,0.033229557597608816,0.07525832153066439,0.22895537174153544,7.345961213476844e-05
0.34,0.03043324725094225,0.07601918722277438,0.23705540776237405,7.455996903634717e-05
0.35000000000000003,0.027627416869346586,0.07668488846987367,0.24522868738937098,7.567854627568627e-05
0.36,0.024814991564458443,0.0772557441646468,0.25347552697855347,7.681517761668975e-05
0.37,0.021998862944770173,0.07773215161170413,0.26179622586364826,7.7969673894635e-05
0.38,0.019181887450956555,0.07811458468227246,0.2701910654559784,7.914182185313778e-05
0.39,0.016366884772204153,0.07840359195133388,0.2786603083215411,8.033138296372616e-05
0.4,0.013556636342874965,0.07859979482025958,0.2872041972355164,8.153809223023909e-05
0.41000000000000003,0.010753883918738927,0.0787038856279309,0.295822954214519,8.276165698051554e-05
0.42,0.007961328231914942,0.07871662575328345,0.3045167795269764,8.400175564809784e-05
0.43,0.005181627723567428,0.07863884371215132,0.31328585068208575,8.525803654694816e-05
0.44,0.002417397353315018,0.07847143325122775,0.3221303213978789,8.653011664246801e-05
0.45,-0.0003287925157800962,0.07821535144189501,0.33105032054900535,8.781758032240277e-05
0.46,-0.003054417157859599,0.0778716167766118,0.34004595109492525,8.911997817152358e-05
0.47000000000000003,-0.0057569984518542755,0.07744130727047896,0.3491172889892933,9.043682575430123e-05
0.48,-0.00843410577738943,0.07692555857053518,0.35826438207140676,9.176760241011144e-05
0.49,-0.011083356840471981,0.07632556207526366,0.3674872489406868,9.311175006584675e-05
0.5,-0.013702418430497574,0.07564256306671738,0.3767858778152626,9.446867207115717e-05
0.51,-0.016289007110190584,0.07487785885759626,0.386160225375834,9.583773206189155e-05
0.52,-0.018840889840162193,0.07403279695553254,0.3956102155960959,9.721825285765954e-05
0.53,-0.021355884539841725,0.07310877324676242,0.40513573856112284,9.86095153997844e-05
0.54,-0.023831860586604105,0.07210723020128185,0.4147366492752276,0.00010001075773628539
0.55,-0.02626673925498177,0.07102965510150229,0.4244127664609309,0.00010142117406086832
0.56,-0.028658494097912376,0.06987757829633846,0.4341638713508042,0.00010283991381323634
0.5700000000000001,-0.031005151272034473,0.06865257148257477,0.4439897064740745,0.0001042660808483946
0.58,-0.033304789809101655,0.0673562460152696,0.4538899744400158,0.00010569873268292409
0.59,-0.03555554183564177,0.06599025124886802,0.4638643367202835,0.00010713687982650921
0.6,-0.03775559274304129,0.06455627291060223,0.4739124124324884,0.00010857948520730285
0.61,-0.03990318131028624,0.063056031507667,0.4840337771274458,0.00011002546369996226
0.62,-0.041996599781639506,0.061491280769563006,0.4942279615826782,0.00011147368176542972
0.63,-0.04403419390158087,0.05986380612690474,0.5044944506048927,0.00011292295721173384
0.64,-0.04601436290937919,0.058175423227892244,0.5148326818442992,0.00011437205908524595
0.65,-0.0479355594957074,0.056427976493546,0.525242044623778,0.00011581970770195369
0.66,-0.049796289723749054,0.054623337712703335,0.5357218787860524,0.00011726457482837978
0.67,-0.051595112917280514,0.05276340467767119,0.5462714735621602,0.00011870528402179494
0.68,-0.05333064151824538,0.05085009986132544,0.5568900664646622,0.00012014041113933274
0.6900000000000001,-0.0550015409163674,0.048885369136339986,0.5675768422091595,0.00012156848502550186
0.7000000000000001,-0.05660652925337442,0.04687118053712045,0.5783309316678276,0.00012298798838743686
0.71,-0.05814437720442942,0.04480952306490662,0.5891514108588027,0.00012439735886694974
0.72,-0.05961390773938446,0.04270240553639585,0.6000372999753777,0.0001257949903181232
0.73,-0.061013995866490124,0.04055185547612544,0.6109875624590799,0.00012717923429878477
